area,creation_date,created_as_free_user,active_date,renew_count,last_successfully_transaction,has_billed,charge_id,last_renew_attempt,user_plan,billing_count,cancelled_date,survival_days,churned
21,2015-10-03,1,2015-10-03,2,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
73,2015-10-06,1,2015-10-06,1,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
17,2015-10-04,1,2015-10-04,1,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
71,2014-09-11,0,2014-09-11,265,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
27,2015-10-03,0,2015-10-03,3,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
17,2014-08-25,0,2014-08-25,436,2015-11-07,1,"3,795",2015-11-07,2,0,,,0
75,2015-10-06,1,2015-10-06,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
35,2014-08-29,1,2014-08-29,137,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
47,2015-10-02,1,2015-10-02,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
71,2014-09-14,0,2014-09-14,304,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
11,2015-10-13,1,2015-10-13,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2015-09-25,1,2015-09-25,4,2015-10-31,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-12,0,2015-10-12,3,2015-11-02,1,"3,793",2015-11-02,2,0,,,0
17,2015-10-04,1,2015-10-04,0,2015-11-05,1,"3,793",2015-11-05,1,0,2015-11-05,32,1
22,2015-09-26,1,2015-09-26,1,2015-10-01,1,"3,793",2015-11-07,1,1,,,0
21,2015-10-03,0,2015-10-03,0,2015-10-18,1,"3,793",2015-10-18,1,0,2015-10-24,21,1
41,2015-10-04,1,2015-10-04,1,2015-10-23,1,"3,793",2015-11-07,1,1,,,0
98,2015-09-25,1,2015-09-25,0,2015-10-21,1,"3,793",2015-10-21,1,0,2015-10-21,26,1
91,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
86,2015-10-03,0,2015-10-03,0,2015-10-24,1,"3,793",2015-10-24,1,0,2015-10-25,22,1
71,2015-10-02,1,2015-10-02,1,2015-10-27,1,"3,793",2015-11-07,1,1,,,0
87,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-10-21,1,2,2015-10-21,10,1
81,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-10-25,1,2,2015-10-25,10,1
34,2015-06-15,0,2015-06-15,2,2015-09-10,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-12,1,2015-10-12,0,2015-10-16,1,"3,793",2015-10-23,1,1,2015-10-23,11,1
21,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
82,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-10-25,1,3,2015-10-25,24,1
83,2015-09-29,1,2015-09-29,1,2015-10-03,1,"3,793",2015-11-07,1,1,,,0
85,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-19,1,2,2015-10-19,10,1
21,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
77,2015-10-25,1,2015-10-25,0,2015-10-26,1,"3,793",2015-10-26,1,0,2015-10-27,2,1
21,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-07,1,1,,,0
82,2015-07-06,1,2015-07-06,0,2015-08-21,1,"3,793",2015-10-19,1,3,2015-10-19,105,1
91,2015-09-30,1,2015-09-30,1,2015-10-19,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-02,0,2015-10-02,0,2015-10-27,1,"3,793",2015-10-27,1,0,2015-10-28,26,1
21,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
48,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-19,1,4,2015-10-19,10,1
99,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-09-28,1,2015-09-28,1,2015-10-19,1,"3,793",2015-10-29,1,3,,,0
21,2015-10-13,1,2015-10-13,1,2015-10-29,1,"3,793",2015-11-07,1,1,,,0
81,2015-10-12,0,2015-10-12,0,2015-10-19,1,"3,793",2015-10-19,1,0,2015-10-20,8,1
88,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-01,1,2015-10-01,0,2015-10-29,1,"3,793",2015-10-29,1,0,2015-10-29,28,1
31,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
88,2014-08-21,1,2014-08-21,31,2015-03-31,1,"3,795",2015-05-31,1,1,,,0
91,2015-09-24,1,2015-09-24,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-01,0,2015-10-01,0,2015-10-29,1,"3,793",2015-10-29,1,0,2015-10-30,29,1
11,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
81,2015-10-11,1,2015-10-11,0,2015-10-14,1,"3,793",2015-10-14,1,0,2015-10-18,7,1
11,2015-10-12,1,2015-10-12,1,2015-10-17,1,"3,793",2015-11-07,1,1,,,0
84,2015-10-07,1,2015-10-07,0,2015-10-30,1,"3,793",2015-10-30,1,0,2015-10-30,23,1
31,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-07,1,1,,,0
42,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-10-14,1,4,2015-10-14,6,1
24,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
81,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-10-06,1,1,2015-10-06,0,1
81,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-09-27,0,2015-09-27,0,2015-10-31,1,"3,793",2015-10-31,1,0,2015-10-31,34,1
31,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-10,0,2015-10-10,0,2015-10-10,1,"3,793",2015-10-10,1,1,2015-10-10,0,1
91,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
83,2015-07-05,1,2015-07-05,8,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-04,1,2015-10-04,3,2015-11-07,1,"3,793",2015-11-07,1,0,,,0
94,2015-06-01,0,2015-06-01,9,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
19,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-13,0,2015-10-13,0,2015-10-13,1,"3,793",2015-10-13,2,1,2015-10-13,0,1
81,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
85,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-01,1,4,2015-11-01,24,1
11,2015-09-24,1,2015-09-24,4,2015-10-27,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-08,0,2015-10-08,0,2015-10-15,1,"3,793",2015-10-15,2,0,2015-10-15,7,1
84,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
85,2015-07-13,0,2015-07-13,16,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
51,2015-06-16,0,2015-06-16,2,2015-09-03,1,"3,793",2015-11-07,1,1,,,0
11,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-10-05,1,3,2015-10-05,10,1
85,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-08-07,0,2015-08-07,12,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
91,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
33,2015-10-13,0,2015-10-13,0,2015-10-13,1,"3,793",2015-10-13,1,1,2015-10-13,0,1
21,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-01,0,2015-10-01,0,2015-10-15,1,"3,793",2015-10-15,1,0,2015-10-15,14,1
83,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
98,2015-07-06,1,2015-07-06,15,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
21,2015-10-04,0,2015-10-04,0,2015-10-04,1,"3,793",2015-11-07,1,1,,,0
88,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-09,1,1,2015-10-09,0,1
38,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-10,1,2,2015-10-10,0,1
11,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
43,2014-07-25,0,2014-07-25,440,2015-11-06,1,"3,795",2015-11-06,1,0,,,0
31,2015-09-29,1,2015-09-29,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-01,0,2015-10-01,0,2015-10-01,1,"3,793",2015-11-06,2,4,,,0
11,2014-08-01,0,2014-08-01,133,2015-09-21,1,"3,795",2015-11-07,1,1,,,0
86,2015-09-30,1,2015-09-30,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-10-09,0,2015-10-09,4,2015-11-06,1,"3,793",2015-11-06,2,0,,,0
21,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
34,2015-09-27,0,2015-09-27,5,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
33,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-04,1,2015-10-04,1,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
11,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
42,2015-10-09,0,2015-10-09,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
82,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
84,2015-10-15,1,2015-10-15,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
33,2015-09-29,0,2015-09-29,2,2015-10-13,1,"3,793",2015-11-07,1,1,,,0
41,2015-09-30,0,2015-09-30,5,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
91,2015-09-28,1,2015-09-28,1,2015-09-29,1,"3,793",2015-11-07,1,1,,,0
82,2015-10-15,1,2015-10-15,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
88,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
19,2015-06-20,1,2015-06-20,7,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
97,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-11,1,2015-10-11,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
75,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-09-29,1,2015-09-29,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-09,1,2015-10-09,3,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
11,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-11,1,2015-10-11,4,2015-11-01,1,"3,793",2015-11-01,2,0,,,0
31,2015-09-29,1,2015-09-29,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-10-15,1,2015-10-15,1,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
83,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-10-08,1,2015-10-08,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
98,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
69,2015-10-03,0,2015-10-03,4,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
11,2015-10-11,1,2015-10-11,0,,0,"3,793",2015-11-07,1,1,,,0
28,2015-10-08,0,2015-10-08,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-03,1,2015-10-03,3,2015-10-29,1,"3,793",2015-11-07,1,1,,,0
48,2015-09-29,0,2015-09-29,5,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
75,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
45,2015-10-05,0,2015-10-05,4,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
17,2014-08-04,0,2014-08-04,266,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
87,2015-10-01,0,2015-10-01,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
41,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
48,2015-10-11,1,2015-10-11,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
13,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
69,2015-10-06,0,2015-10-06,4,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
91,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-10-04,1,2015-10-04,3,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
21,2015-10-05,0,2015-10-05,0,2015-10-05,1,"3,793",2015-11-07,1,1,,,0
81,2015-10-06,1,2015-10-06,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
86,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-04,1,2015-10-04,1,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
41,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
98,2015-10-09,0,2015-10-09,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
83,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-07,1,2015-10-07,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
16,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-09-25,0,2015-09-25,5,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
31,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-09-30,1,2015-09-30,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
84,2015-10-02,1,2015-10-02,2,2015-10-30,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-06,0,2015-10-06,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
81,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-01,0,2015-10-01,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2014-09-19,0,2014-09-19,125,2015-10-08,1,"3,795",2015-11-07,1,1,,,0
61,2015-10-07,1,2015-10-07,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
98,2015-10-04,1,2015-10-04,1,2015-10-08,1,"3,793",2015-11-07,1,1,,,0
21,2015-09-25,1,2015-09-25,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-05,1,1,2015-11-05,26,1
77,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-10-18,1,2,2015-10-18,17,1
91,2014-09-27,1,2014-09-27,186,2015-11-03,1,"3,795",2015-11-07,1,1,,,0
11,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-10,1,1,2015-10-10,0,1
11,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
99,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-10,1,1,2015-10-10,0,1
41,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-02,1,2015-10-02,0,2015-10-07,1,"3,793",2015-10-07,1,0,2015-10-07,5,1
87,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
99,2015-06-21,0,2015-06-21,0,2015-08-17,1,"3,793",2015-10-16,1,4,2015-10-17,118,1
11,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-06-30,1,2015-06-30,0,2015-08-08,1,"3,793",2015-10-08,1,1,2015-10-08,100,1
91,2014-08-15,0,2014-08-15,302,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
31,2015-10-15,1,2015-10-15,0,,0,"3,793",2015-10-15,1,1,2015-10-15,0,1
19,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-09-30,0,2015-09-30,0,2015-10-15,1,"3,793",2015-10-15,1,0,2015-10-16,16,1
31,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-10,1,1,2015-10-10,0,1
21,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-05,1,2015-10-05,0,2015-10-08,1,"3,793",2015-10-08,1,0,2015-10-08,3,1
48,2014-08-21,1,2014-08-21,86,2015-09-19,1,"3,795",2015-11-07,1,1,,,0
41,2015-10-03,0,2015-10-03,0,2015-10-10,1,"3,793",2015-10-10,2,0,2015-10-11,8,1
14,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-10-09,1,1,2015-10-10,1,1
35,2015-06-30,1,2015-06-30,4,2015-10-05,1,"3,793",2015-11-07,1,1,,,0
97,2015-10-06,1,2015-10-06,0,,0,"3,793",2015-10-06,1,1,2015-10-06,0,1
15,2015-09-27,1,2015-09-27,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-10-14,1,1,2015-10-14,0,1
84,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-10-04,1,2015-10-04,0,,0,"3,793",2015-10-15,1,2,2015-10-15,11,1
94,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-11-07,1,1,,,0
19,2015-10-09,1,2015-10-09,0,2015-10-11,1,"3,793",2015-10-11,1,0,2015-10-11,2,1
83,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-10-15,1,2,2015-10-15,17,1
21,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
99,2014-09-30,0,2014-09-30,0,2015-08-09,1,"3,795",2015-10-09,1,1,2015-10-09,374,1
47,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-07,1,1,,,0
15,2015-10-06,0,2015-10-06,0,2015-10-06,1,"3,793",2015-10-06,1,1,2015-10-07,1,1
41,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
89,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-10-05,1,1,2015-10-05,0,1
21,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
41,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-10-08,1,1,2015-10-08,0,1
41,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
13,2015-10-07,0,2015-10-07,0,2015-10-07,1,"3,793",2015-10-07,1,1,2015-10-08,1,1
11,2015-09-26,1,2015-09-26,1,2015-11-07,1,"3,793",2015-11-07,1,0,,,0
88,2015-08-12,0,2015-08-12,0,,0,"3,793",2015-10-11,1,2,2015-10-12,61,1
85,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
45,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-10-11,1,0,2015-10-11,10,1
74,2015-09-24,1,2015-09-24,0,,0,"3,793",2015-11-07,1,1,,,0
93,2015-09-29,1,2015-09-29,0,2015-10-06,1,"3,793",2015-10-06,1,0,2015-10-06,7,1
11,2015-10-05,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
31,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-10-06,1,3,2015-10-06,10,1
41,2015-09-29,1,2015-09-29,0,,0,"3,793",2015-11-07,1,1,,,0
88,2015-10-10,1,2015-10-10,0,,0,"3,793",2015-10-10,1,1,2015-10-10,0,1
81,2014-08-29,0,2014-08-29,174,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
17,2015-10-15,0,2015-10-15,0,2015-11-05,1,"3,793",2015-11-05,2,0,2015-11-06,22,1
31,2015-10-01,0,2015-10-01,1,2015-10-08,1,"3,793",2015-11-07,1,1,,,0
43,2014-09-11,1,2014-09-11,361,2015-11-06,1,"3,795",2015-11-06,1,0,,,0
16,2014-09-02,0,2014-09-02,173,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
87,2014-07-30,0,2014-07-30,381,2015-11-06,1,"3,795",2015-11-06,1,0,,,0
54,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-07,1,2015-10-07,0,,0,"3,793",2015-11-06,1,3,,,0
41,2015-09-29,1,2015-09-29,4,2015-10-28,1,"3,793",2015-11-07,1,1,,,0
88,2015-10-05,1,2015-10-05,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
21,2015-10-12,1,2015-10-12,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-09-25,1,2015-09-25,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
74,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-09-30,1,2015-09-30,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
83,2014-09-22,0,2014-09-22,298,2015-11-01,1,"3,795",2015-11-07,1,1,,,0
99,2015-09-29,1,2015-09-29,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
47,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
33,2015-10-04,0,2015-10-04,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
45,2015-10-07,0,2015-10-07,0,2015-10-07,1,"3,793",2015-11-07,1,1,,,0
98,2015-10-02,1,2015-10-02,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
81,2015-10-14,1,2015-10-14,0,,0,"3,793",2015-11-07,1,1,,,0
45,2015-10-03,0,2015-10-03,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
84,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-09-26,1,2015-09-26,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
81,2015-10-13,1,2015-10-13,0,,0,"3,793",2015-11-07,1,1,,,0
87,2015-10-15,0,2015-10-15,3,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
19,2015-10-01,1,2015-10-05,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-09-28,1,2015-09-28,1,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
11,2015-10-08,1,2015-10-08,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-01,1,2015-10-01,1,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-10-10,1,2015-10-10,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
71,2014-10-04,1,2014-10-04,22,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
45,2015-10-10,0,2015-10-10,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
86,2015-09-27,1,2015-09-27,0,,0,"3,793",2015-11-07,1,1,,,0
98,2015-10-12,1,2015-10-12,1,2015-11-06,1,"3,793",2015-11-06,1,0,,,0
21,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
91,2015-09-28,1,2015-09-28,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
71,2015-09-29,1,2015-09-29,0,,0,"3,793",2015-11-07,1,1,,,0
35,2015-10-02,0,2015-10-02,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
48,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
21,2015-10-07,0,2015-10-07,4,2015-11-04,1,"3,793",2015-11-04,2,0,,,0
34,2015-07-20,1,2015-07-20,2,2015-09-19,1,"3,793",2015-11-07,1,1,,,0
11,2015-10-07,1,2015-10-07,3,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-09-28,1,2015-09-28,0,,0,"3,793",2015-11-07,1,1,,,0
86,2015-10-11,1,2015-10-11,4,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2014-08-13,1,2014-08-13,151,2015-11-02,1,"3,795",2015-11-07,1,1,,,0
62,2015-10-06,1,2015-10-06,3,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
31,2015-10-02,1,2015-10-02,0,,0,"3,793",2015-11-07,1,1,,,0
62,2015-10-13,1,2015-10-13,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
86,2015-10-06,1,2015-10-06,1,2015-10-17,1,"3,793",2015-11-07,1,1,,,0
51,2015-09-30,0,2015-09-30,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
61,2015-09-28,0,2015-09-28,5,2015-11-04,1,"3,793",2015-11-04,1,0,,,0
38,2015-10-09,1,2015-10-09,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-08,0,2015-10-08,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
71,2015-05-31,0,2015-05-31,18,2015-10-24,1,"3,793",2015-11-07,1,1,,,0
41,2015-10-02,0,2015-10-02,5,2015-11-06,1,"3,793",2015-11-06,2,0,,,0
84,2015-10-01,1,2015-10-01,0,,0,"3,793",2015-11-07,1,1,,,0
11,2015-10-08,1,2015-10-08,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
88,2015-09-30,1,2015-09-30,0,,0,"3,793",2015-11-07,1,1,,,0
87,2015-10-06,0,2015-10-06,4,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
41,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
19,2015-10-01,1,2015-10-01,3,2015-11-03,1,"3,793",2015-11-03,1,0,,,0
11,2015-09-26,1,2015-09-26,0,,0,"3,793",2015-11-07,1,1,,,0
75,2015-10-01,0,2015-10-01,2,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
91,2014-08-02,1,2014-08-02,41,2015-10-14,1,"3,795",2015-11-07,1,1,,,0
91,2015-10-04,1,2015-10-04,5,2015-11-05,1,"3,793",2015-11-05,1,0,,,0
86,2015-09-25,1,2015-09-25,0,,0,"3,793",2015-11-07,1,1,,,0
43,2014-09-27,0,2014-09-27,291,2015-11-05,1,"3,795",2015-11-06,2,4,,,0
99,2014-09-18,0,2014-09-18,187,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
99,2015-10-15,1,2015-10-15,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
61,2015-10-05,1,2015-10-05,1,2015-10-11,1,"3,793",2015-11-07,1,1,,,0
84,2015-09-27,0,2015-09-27,5,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
32,2014-09-23,1,2014-09-23,235,2015-11-07,1,"3,795",2015-11-07,1,0,,,0
47,2015-10-01,1,2015-10-01,1,2015-11-01,1,"3,793",2015-11-01,1,0,,,0
11,2015-10-14,1,2015-10-14,3,2015-11-02,1,"3,793",2015-11-02,1,0,,,0
99,2015-10-03,1,2015-10-03,0,,0,"3,793",2015-11-07,1,1,,,0
