id,product,channel,free_user,user_plan,t,c
1451,B,GG,1,1,17,0
645,B,GG,1,0,1,0
2357,B,CC,0,0,0,1
4974,B,GG,0,1,9,0
3005,B,BB,0,0,9,0
3622,B,II,1,0,6,0
2605,B,GG,1,1,23,0
5570,B,II,0,0,9,0
2696,B,HH,1,0,2,1
2157,B,II,0,0,9,0
1603,B,CC,0,0,9,0
5190,B,CC,0,0,9,0
2327,B,CC,1,0,15,1
1619,B,CC,1,1,29,0
2506,B,CC,1,0,0,1
3283,B,CC,1,0,0,1
3358,B,HH,1,0,1,1
2057,B,CC,1,0,11,1
2210,B,HH,1,0,0,1
3351,B,HH,1,0,1,1
1345,A,FF,1,1,1,0
2595,B,GG,1,1,5,0
4208,B,CC,0,0,9,0
5638,B,II,1,0,9,0
1181,B,II,0,1,9,0
1566,B,HH,1,0,2,1
5059,B,GG,1,1,17,0
1840,B,BB,0,0,9,0
3326,B,CC,1,0,0,1
1915,B,HH,1,0,0,1
3902,B,GG,0,1,9,0
3021,B,HH,1,0,0,1
2079,B,CC,1,0,4,1
3515,B,CC,1,0,0,1
140,B,CC,1,0,0,1
1441,B,GG,1,1,10,0
3454,B,II,0,0,9,0
2364,A,FF,1,1,27,0
1238,B,II,1,0,6,0
3603,B,II,1,0,2,0
1866,B,BB,0,0,9,0
5703,B,II,0,0,9,0
3759,B,HH,1,0,0,1
376,B,CC,0,0,0,1
2054,B,HH,1,1,22,0
684,B,GG,1,1,23,0
112,B,HH,1,1,21,0
1511,B,GG,1,1,25,0
598,A,FF,1,1,9,0
1106,B,CC,1,0,0,1
2114,B,HH,0,0,9,0
4206,B,CC,0,0,9,0
4457,B,HH,1,1,9,0
5805,A,FF,1,1,29,0
2658,B,GG,1,1,13,0
4295,B,BB,0,0,9,0
1110,B,CC,1,0,0,1
5413,B,HH,1,1,26,0
542,B,HH,1,0,0,1
1155,B,CC,0,0,1,1
1563,B,GG,0,1,9,0
409,B,II,0,1,9,0
5906,A,FF,1,1,9,0
4587,B,II,1,1,27,0
1729,B,CC,0,1,9,0
2218,B,HH,1,0,0,1
275,A,JJ,1,1,12,0
2112,B,HH,1,1,15,0
3522,B,II,1,1,6,0
2430,A,FF,1,1,25,0
2640,B,GG,1,1,16,0
2537,B,CC,0,0,0,1
3709,A,FF,1,1,31,0
487,B,AA,0,1,0,1
276,B,II,0,0,0,1
4365,B,HH,1,1,5,0
457,B,CC,0,2,0,1
3927,B,GG,1,1,17,0
2586,B,GG,1,1,18,0
21,B,BB,0,0,9,0
2008,B,HH,1,0,0,1
4287,B,BB,0,0,9,0
3508,B,II,0,0,9,0
2685,B,CC,0,1,8,1
3295,B,CC,0,0,0,1
5008,B,GG,1,0,16,0
3593,B,II,0,0,9,0
2253,B,HH,1,0,1,1
612,B,GG,1,1,27,0
3597,A,FF,1,1,0,1
813,B,GG,0,1,9,0
1266,B,HH,1,0,1,1
1057,B,HH,1,0,0,1
4881,A,FF,1,1,2,0
5108,B,CC,1,1,31,0
3861,B,CC,1,0,2,1
2221,B,HH,1,1,22,1
4235,B,CC,1,1,29,0
5895,A,FF,1,1,25,0
2243,B,II,0,1,9,0
171,B,HH,1,1,8,0
2969,B,CC,1,0,0,1
860,B,CC,0,1,14,0
1104,B,HH,1,1,5,0
4623,B,II,1,1,30,0
3617,A,FF,1,1,10,1
3046,B,HH,1,0,0,1
3792,A,FF,1,1,9,0
2231,B,II,1,1,9,0
1141,B,HH,1,1,8,0
337,B,AA,0,0,9,0
958,B,CC,1,0,0,1
4244,B,CC,0,0,9,0
1517,B,HH,1,0,0,1
2591,B,GG,1,1,2,0
2277,B,II,0,0,9,0
1824,B,CC,1,0,0,1
1980,B,HH,1,0,1,1
1665,B,CC,0,0,9,0
192,B,CC,1,0,0,1
372,B,AA,0,0,9,0
3134,B,HH,1,0,2,1
635,B,CC,1,0,0,1
1777,B,CC,1,0,0,1
4413,B,HH,0,1,9,0
2395,B,CC,1,0,12,1
3627,A,FF,1,1,7,1
3809,A,FF,1,1,9,0
1473,B,GG,1,1,26,0
2508,B,CC,1,1,6,1
5333,B,HH,1,0,1,0
5357,B,HH,0,0,9,0
104,B,CC,1,0,0,1
3206,B,HH,1,1,9,0
1130,B,HH,0,0,9,0
5420,B,HH,1,1,8,0
1011,B,HH,1,0,1,1
4660,B,II,0,0,9,0
1125,B,HH,1,1,25,0
2554,B,CC,1,0,1,1
2398,B,CC,1,0,0,1
2267,B,HH,1,0,0,1
1716,B,HH,1,0,0,1
56,B,BB,0,0,9,0
648,B,CC,1,0,0,1
374,A,AA,1,1,4,0
2415,A,FF,1,1,9,0
4645,B,II,0,0,9,0
3868,B,GG,1,1,23,0
3176,B,HH,1,0,0,1
1496,B,GG,1,1,17,0
2500,B,CC,1,1,2,1
1947,B,HH,1,0,1,1
3018,B,BB,0,0,9,0
2581,B,CC,1,1,22,1
3120,B,HH,1,0,1,1
3657,A,FF,1,1,0,1
2965,B,CC,1,1,26,0
5522,B,HH,1,1,5,0
5345,B,HH,0,1,9,0
3651,A,FF,1,1,25,0
4071,B,CC,0,1,9,0
1445,B,GG,1,1,16,0
751,B,HH,1,0,0,1
5880,A,FF,1,1,24,0
3141,B,HH,1,0,0,1
153,B,HH,1,1,8,0
1199,B,II,1,0,4,0
4329,B,BB,0,0,9,0
3897,B,GG,1,1,13,0
1324,A,FF,1,1,16,0
287,A,JJ,1,1,30,0
1240,B,HH,1,0,0,1
3662,A,FF,1,1,0,1
1017,B,BB,0,1,9,0
3746,B,HH,1,0,0,1
1918,B,HH,1,0,0,1
5367,B,HH,1,0,4,0
952,B,CC,1,0,0,1
3086,B,BB,0,0,9,0
3630,A,FF,1,1,12,1
1718,B,CC,0,1,9,0
3536,B,II,0,1,9,0
841,B,HH,1,0,0,1
2334,B,II,1,0,4,0
2347,A,FF,1,1,16,0
341,B,II,1,0,0,1
3893,A,DD,1,1,0,1
2633,B,CC,1,1,1,1
829,B,HH,1,0,1,1
3511,B,CC,0,0,0,1
3158,B,HH,1,0,0,1
1764,B,CC,0,0,9,0
4452,B,HH,0,1,9,0
2929,B,CC,1,0,3,0
5921,A,FF,1,1,29,0
4074,B,CC,1,1,30,0
3189,B,HH,1,1,5,1
895,B,CC,1,0,5,0
61,B,BB,0,0,9,0
722,B,GG,1,1,4,0
1390,B,GG,1,1,17,0
2224,B,II,0,0,9,0
3726,A,FF,1,1,16,0
2151,B,CC,1,0,1,1
1039,B,HH,1,0,1,1
4696,A,FF,1,1,31,0
4093,B,CC,1,1,30,0
3928,B,GG,1,0,1,0
2260,B,HH,1,0,0,1
2284,B,II,0,0,9,0
3029,B,HH,1,0,1,1
44,B,BB,0,0,9,0
584,B,HH,1,0,0,1
5999,B,GG,0,1,9,0
3989,B,GG,1,0,0,1
100,B,CC,1,0,0,1
2614,B,CC,1,1,3,1
2668,B,CC,1,0,0,1
1797,B,CC,1,0,10,0
2931,B,CC,1,0,15,1
3711,A,FF,1,1,24,0
3290,B,HH,1,1,18,0
359,B,AA,0,0,9,0
2588,B,CC,0,1,0,1
2991,B,BB,1,0,9,0
3415,B,HH,1,0,15,1
5319,B,HH,1,1,9,0
4008,B,GG,1,1,6,0
2652,B,GG,0,1,9,0
1172,B,II,0,1,9,0
2861,B,CC,0,0,9,0
2381,B,CC,1,0,2,1
2244,B,HH,1,0,1,1
1640,B,HH,1,0,0,1
1706,B,CC,0,0,9,0
1600,B,CC,0,0,9,0
5659,B,II,0,0,9,0
5656,B,II,0,0,9,0
3848,B,GG,0,1,9,0
1167,B,II,0,0,9,0
4279,B,BB,0,0,9,0
2851,B,HH,1,0,0,1
1056,B,HH,1,0,0,1
516,B,HH,1,1,5,1
2368,A,FF,1,1,25,0
1008,B,HH,1,0,0,1
1917,B,HH,0,0,9,0
3294,B,HH,1,1,4,0
407,B,II,0,0,9,0
2769,B,HH,1,0,1,1
3985,B,GG,1,1,0,1
2441,A,FF,1,1,31,0
3091,B,HH,1,0,0,1
1813,B,CC,1,1,1,1
4322,B,BB,0,0,9,0
2039,B,HH,1,1,5,0
204,B,HH,1,1,9,0
2853,B,CC,1,1,23,0
819,B,HH,1,0,0,1
530,B,HH,1,0,0,1
4716,A,FF,1,1,25,0
2701,B,GG,0,1,9,0
463,B,II,0,0,9,0
2810,B,HH,1,0,0,1
1973,B,HH,1,0,20,0
3122,B,HH,1,0,1,1
1620,B,HH,1,1,5,1
2474,A,FF,1,1,9,0
2035,B,HH,1,1,15,0
5438,B,HH,0,0,9,0
5354,B,HH,1,1,15,0
3442,B,HH,1,0,1,1
1146,B,CC,1,0,0,1
2426,B,CC,1,1,1,1
3291,B,HH,1,0,9,0
241,A,DD,1,1,7,0
5513,B,HH,1,1,8,0
1695,B,HH,1,0,0,1
1486,B,GG,0,0,9,0
3059,B,HH,1,1,3,1
3417,B,HH,1,1,22,0
3306,B,HH,1,0,5,0
2038,B,HH,1,1,9,0
1800,B,CC,0,0,8,1
4523,B,II,0,0,9,0
1006,B,BB,0,0,9,0
3097,B,HH,1,0,0,1
2785,B,CC,0,0,9,0
1358,B,HH,1,0,1,1
4573,B,II,1,0,8,0
4583,B,II,0,1,9,0
2511,B,CC,0,1,5,1
2118,B,CC,1,0,0,1
2936,B,CC,1,0,1,1
5374,B,HH,1,1,11,0
2672,B,GG,0,1,9,0
2476,A,FF,1,1,30,0
5848,A,FF,1,1,4,0
3024,B,BB,0,0,9,0
5817,A,FF,1,1,4,0
4622,B,II,1,0,25,0
1697,B,CC,0,0,9,0
632,B,CC,1,0,0,1
3008,B,BB,0,0,9,0
5761,A,FF,1,1,2,0
544,A,FF,1,1,24,0
3491,B,CC,1,1,16,1
229,B,II,1,0,0,1
87,B,BB,0,0,9,0
174,B,HH,1,1,5,0
1957,B,HH,1,0,9,0
3425,B,HH,1,1,9,0
5457,B,HH,1,1,21,0
5547,B,II,0,1,9,0
1616,B,HH,1,0,14,1
2176,B,HH,1,0,0,1
1593,B,HH,1,0,0,1
2427,A,FF,1,1,16,0
1031,B,BB,0,0,9,0
620,B,GG,1,0,17,0
2382,B,CC,1,0,0,1
1340,B,HH,1,1,6,1
306,B,AA,0,0,9,0
668,B,GG,1,0,1,0
2716,B,HH,1,0,2,1
1686,B,CC,0,0,9,0
4020,B,GG,1,1,9,0
4642,B,II,1,1,7,0
5206,B,CC,0,0,9,0
3429,B,II,0,0,9,0
1534,B,GG,0,1,9,0
1822,B,BB,0,0,9,0
1956,B,HH,1,0,1,1
3779,A,FF,1,1,24,0
9,B,CC,1,1,25,1
2402,A,FF,1,1,9,0
4870,A,FF,1,1,2,0
1842,B,HH,0,0,3,1
5988,B,GG,1,1,4,0
180,B,CC,1,0,0,1
691,B,CC,0,1,0,1
1733,B,CC,0,1,9,0
2934,B,CC,1,0,1,1
930,B,CC,1,0,9,1
1103,B,HH,1,1,5,0
517,A,FF,1,1,31,0
2635,B,CC,1,0,0,1
331,B,II,0,1,0,1
1915,B,HH,1,1,5,0
244,B,II,1,0,0,1
1380,B,HH,1,1,17,1
5128,B,CC,0,0,9,0
939,B,BB,0,0,9,0
2749,B,HH,1,0,0,1
4337,B,BB,0,0,9,0
1653,B,HH,1,0,1,1
3519,B,II,0,1,9,0
5258,B,CC,0,0,9,0
1677,B,HH,1,0,8,1
2437,B,CC,0,0,0,1
515,A,FF,1,1,25,0
5661,B,II,0,1,9,0
2891,B,CC,1,1,31,0
872,B,CC,1,0,0,1
5039,B,GG,1,1,20,0
2290,B,II,0,0,9,0
1884,B,BB,0,0,9,0
379,B,AA,0,0,9,0
749,B,GG,1,1,17,0
4898,B,GG,1,0,1,0
840,B,CC,0,0,9,0
1516,B,HH,1,0,1,1
3769,A,FF,1,1,9,0
2863,B,CC,0,0,9,0
1869,B,HH,1,0,1,1
5450,B,HH,0,1,5,0
1726,B,CC,0,1,9,0
943,B,BB,0,0,9,0
1538,B,GG,0,1,9,0
733,B,GG,0,1,9,0
3974,B,GG,1,1,16,0
1133,B,CC,0,0,5,1
1371,B,HH,1,0,0,1
2576,B,GG,1,1,10,0
4155,B,CC,1,1,27,0
3935,B,GG,1,1,18,0
3686,A,FF,1,1,16,0
1080,B,CC,1,1,3,1
3755,B,HH,1,0,4,1
3949,B,GG,1,1,0,1
780,B,GG,0,1,9,0
194,B,CC,1,0,0,1
1632,B,HH,1,0,0,1
1000,B,HH,1,1,15,1
2148,B,II,0,0,9,0
1196,B,HH,1,0,0,1
2434,B,CC,0,0,0,1
4892,B,GG,1,1,18,0
3137,B,BB,0,0,9,0
4534,B,II,1,1,19,0
4080,B,CC,0,0,9,0
2583,B,CC,0,2,0,1
41,B,CC,1,1,20,1
4420,B,HH,0,0,9,0
1533,B,GG,1,0,13,0
3293,B,HH,1,0,8,0
1999,B,HH,1,1,9,0
2797,B,HH,1,0,1,1
201,B,HH,0,0,9,0
2967,B,CC,0,1,9,0
1465,B,GG,1,0,23,0
2111,B,CC,1,0,0,1
2584,B,CC,0,2,0,1
812,B,HH,1,0,0,1
4577,B,II,1,0,1,0
4582,B,II,0,1,9,0
546,B,HH,1,0,0,1
1432,B,GG,1,1,10,0
2938,B,CC,1,0,22,1
132,B,HH,1,1,20,0
5105,B,GG,0,1,9,0
3543,B,II,0,0,9,0
5055,B,GG,1,0,12,0
2421,A,FF,1,1,29,0
1313,B,HH,1,0,0,1
4629,B,II,0,1,9,0
2798,B,CC,1,1,26,0
3753,B,HH,1,0,0,1
1015,B,HH,1,0,0,1
5831,A,FF,1,1,4,0
3452,B,HH,1,0,0,1
2821,B,HH,1,0,17,1
3785,A,FF,1,1,9,0
3302,B,CC,0,0,0,1
3014,B,BB,0,0,9,0
2048,B,HH,1,1,9,0
2975,B,CC,0,0,9,0
877,B,CC,1,1,7,0
3858,B,CC,1,0,0,1
3436,B,HH,1,1,2,1
1704,B,CC,0,0,9,0
1773,B,CC,1,0,0,1
226,B,II,1,0,2,1
1941,B,HH,1,0,2,1
1153,B,HH,1,1,9,0
5647,B,II,1,0,13,0
3993,B,GG,1,0,1,0
5695,B,II,0,0,9,0
4537,B,II,0,0,9,0
2821,B,CC,1,1,10,0
5244,B,CC,0,0,9,0
1944,B,HH,1,0,0,1
414,B,CC,1,0,0,1
3223,B,HH,1,0,7,0
5210,B,CC,0,0,9,0
4736,A,FF,1,1,25,0
3676,A,FF,1,1,25,0
3942,B,GG,1,0,1,1
5270,B,CC,0,0,9,0
160,B,CC,0,1,0,1
3827,B,CC,1,0,0,1
1250,B,II,1,0,1,0
2214,B,II,1,1,26,0
1395,B,HH,1,0,1,1
421,B,II,0,1,9,0
1099,B,HH,0,0,9,0
265,B,II,0,0,0,1
3470,B,II,0,0,9,0
3778,B,CC,1,0,0,1
5612,B,II,1,1,6,0
1234,B,II,1,0,8,0
255,A,DD,1,2,17,0
1580,B,HH,1,0,0,1
2005,B,HH,1,0,1,1
5279,B,CC,1,0,20,0
2167,B,II,1,1,3,0
1476,B,GG,0,1,9,0
3772,A,FF,1,1,9,0
1154,B,CC,0,0,1,1
4367,B,HH,0,0,9,0
5185,B,CC,0,0,9,0
94,B,CC,1,0,1,1
1946,B,HH,1,1,22,0
516,A,FF,1,1,9,0
1331,A,FF,1,1,31,0
2051,B,HH,1,1,4,0
2814,B,HH,0,0,0,1
5837,A,FF,1,1,4,0
3251,B,CC,1,0,0,1
470,B,II,0,0,9,0
5112,B,CC,1,1,26,0
5419,B,HH,1,1,5,0
1247,B,II,0,0,9,0
879,B,CC,1,0,0,1
2370,A,FF,1,1,16,0
636,B,GG,1,1,16,0
4953,B,GG,0,1,9,0
1040,B,BB,0,0,9,0
2562,B,GG,1,1,13,0
4698,A,FF,1,1,25,0
480,B,II,0,1,9,0
588,B,HH,1,1,10,1
4897,B,GG,0,1,9,0
2581,B,GG,1,1,13,0
2998,B,CC,1,1,12,1
4961,B,GG,1,1,13,0
2236,B,II,0,1,9,0
5232,B,CC,1,1,30,0
3434,B,II,1,0,31,0
2776,B,CC,1,1,28,0
191,B,HH,0,0,9,0
2466,A,FF,1,1,16,0
3249,B,HH,1,0,25,0
1768,B,CC,1,0,0,1
1757,B,CC,1,1,26,0
1050,B,HH,1,1,8,0
1439,B,CC,1,0,1,1
1989,B,HH,1,1,15,0
3457,B,II,0,0,9,0
2422,B,CC,1,0,0,1
4210,B,CC,1,1,22,0
1998,B,HH,1,1,5,0
3390,B,HH,1,0,0,1
3366,B,HH,1,0,1,1
1797,B,CC,1,1,17,1
3409,B,HH,1,1,20,0
3376,B,HH,1,0,13,0
2938,B,CC,0,0,9,0
3501,B,CC,0,1,0,1
2674,B,CC,1,0,0,1
5299,B,CC,1,1,22,0
3477,B,CC,1,0,0,1
4801,A,FF,1,1,24,0
3891,A,DD,1,2,0,1
3766,A,FF,1,1,9,0
2557,B,GG,1,1,16,0
2881,B,HH,1,0,0,1
887,B,CC,1,0,0,1
2440,A,FF,1,1,9,0
2907,B,CC,1,1,10,0
165,B,HH,1,0,8,0
5605,B,II,0,0,9,0
3637,A,FF,1,1,17,1
905,B,CC,0,0,9,0
3265,B,HH,1,0,5,0
2465,B,CC,1,0,0,1
3303,B,CC,0,0,0,1
1961,B,HH,1,0,0,1
2452,A,FF,1,1,22,0
2990,B,CC,1,0,0,1
4865,A,FF,1,0,2,0
1861,B,BB,0,0,9,0
2788,B,HH,1,0,0,1
2796,B,CC,1,1,23,0
827,B,HH,1,0,0,1
1584,B,HH,1,0,1,1
1462,B,GG,0,1,9,0
3374,B,HH,1,0,0,1
5691,B,II,0,1,9,0
907,B,CC,0,0,9,0
1366,B,GG,1,1,16,0
2121,B,HH,1,1,9,0
1196,B,II,0,1,9,0
2359,A,FF,1,1,29,0
1917,B,HH,1,0,0,1
1988,B,HH,1,1,9,0
2225,B,HH,1,0,0,1
2181,B,II,0,0,9,0
2954,B,CC,1,0,0,1
1851,B,BB,0,0,9,0
3579,B,II,0,1,9,0
1821,B,BB,0,0,9,0
4059,B,GG,1,1,5,0
4327,B,BB,0,0,9,0
3503,B,CC,1,1,8,1
396,B,CC,1,0,1,1
717,B,GG,1,1,2,0
3313,B,CC,1,0,0,1
5830,A,FF,1,1,4,0
2760,B,GG,1,1,23,0
3783,B,CC,0,1,15,1
202,B,CC,1,1,1,1
3884,B,GG,1,1,23,0
1961,B,HH,0,0,9,0
701,B,GG,1,1,13,0
3899,B,GG,1,1,2,0
3582,B,II,1,1,6,0
986,B,HH,1,1,9,1
5489,B,HH,1,1,4,0
4222,B,CC,0,0,9,0
1651,B,CC,0,0,9,0
529,A,FF,1,1,24,0
97,B,BB,1,0,9,0
2868,B,CC,0,0,9,0
3447,B,HH,1,0,0,1
2395,A,FF,1,1,31,0
362,B,AA,0,0,9,0
3595,B,II,0,1,9,0
71,B,CC,1,0,1,1
1603,B,HH,1,0,0,1
2157,B,CC,1,0,1,1
3272,B,HH,0,1,9,0
220,B,HH,0,0,9,0
5447,B,HH,1,0,5,0
2483,B,CC,0,0,0,1
956,B,CC,1,0,0,1
5237,B,CC,0,0,9,0
3192,B,BB,0,0,9,0
3814,B,CC,1,1,6,1
3147,B,HH,1,0,0,1
3487,B,II,0,0,9,0
3657,A,FF,1,1,16,0
338,B,II,0,0,0,1
3854,B,CC,1,0,0,1
1294,B,HH,1,0,1,1
4398,B,HH,1,0,13,0
1314,B,HH,1,0,0,1
2730,B,HH,1,0,0,1
3433,B,HH,1,0,0,1
569,B,HH,1,0,2,1
4082,B,CC,1,1,18,0
2651,B,CC,0,0,0,1
3314,B,HH,1,0,5,0
3275,B,CC,1,0,0,1
3628,B,II,0,1,9,0
615,B,GG,1,1,22,0
2053,B,HH,1,1,4,1
2472,B,CC,0,1,0,1
4101,B,CC,1,0,9,0
63,B,BB,0,0,9,0
4250,B,CC,0,0,9,0
4530,B,II,0,1,9,0
2294,B,II,0,0,9,0
3900,A,DD,1,1,0,1
610,B,GG,1,1,13,0
5938,A,FF,1,1,9,0
2605,B,CC,1,1,11,1
5178,B,CC,0,0,9,0
3457,B,CC,1,0,0,1
286,A,JJ,1,1,8,0
569,A,FF,1,1,26,0
3095,B,HH,1,0,0,1
3497,B,II,1,0,7,0
3447,B,II,1,1,6,0
3445,B,II,1,1,23,0
17,B,BB,0,0,9,0
1059,B,HH,1,0,0,1
3023,B,BB,0,0,9,0
3387,B,HH,1,0,19,0
5557,B,II,0,0,9,0
4729,A,FF,1,1,24,0
759,B,HH,1,0,0,1
2314,B,CC,1,0,0,1
2202,B,II,0,0,9,0
908,B,CC,0,0,9,0
4227,B,CC,1,1,19,0
929,B,CC,0,0,9,0
4612,B,II,0,0,9,0
3813,A,FF,1,1,9,0
2608,B,GG,1,0,18,0
1104,B,CC,1,0,21,1
3614,B,II,0,0,9,0
241,B,II,1,0,0,1
756,B,HH,1,0,0,1
671,B,GG,0,1,9,0
3550,B,CC,1,1,6,1
838,B,HH,1,1,4,1
1241,B,HH,1,0,1,1
962,B,BB,0,1,9,0
4438,B,HH,1,1,22,0
3196,B,BB,0,0,9,0
2006,B,HH,1,0,8,0
2750,B,GG,0,1,9,0
3432,B,II,0,0,9,0
821,B,HH,1,0,0,1
2423,A,FF,1,1,9,0
1295,A,FF,1,1,16,0
2683,B,GG,1,1,22,0
4817,A,FF,1,1,16,0
5563,B,II,1,0,3,0
340,B,AA,0,0,9,0
4792,A,FF,1,1,29,0
3521,B,II,0,0,9,0
2634,B,CC,1,0,0,1
2785,B,HH,1,0,0,1
732,B,BB,0,0,6,1
2536,B,CC,0,2,0,1
1898,B,BB,0,0,9,0
125,B,HH,1,1,9,0
2969,B,CC,1,1,20,0
3933,B,GG,1,1,13,0
2348,B,CC,1,1,22,1
1401,B,CC,0,0,0,1
808,B,GG,1,1,17,0
425,B,II,0,0,9,0
2585,B,GG,0,0,9,0
458,B,CC,0,0,0,1
1508,B,HH,1,1,13,1
3381,B,HH,1,0,5,0
3205,B,HH,1,0,0,1
4361,B,HH,1,1,16,0
4858,A,FF,1,1,2,0
5020,B,GG,1,1,4,0
481,B,AA,0,0,1,1
3474,B,II,0,1,9,0
1292,A,FF,1,1,16,0
3817,B,CC,1,0,1,1
4066,B,GG,1,1,6,0
1575,B,HH,1,0,1,1
803,B,GG,0,0,9,0
2296,B,II,1,1,5,0
2322,B,II,0,0,9,0
1788,B,CC,1,0,0,1
5436,B,HH,1,1,8,0
2575,B,CC,1,0,1,1
3154,B,HH,1,0,0,1
5857,A,FF,1,1,31,0
5984,B,GG,1,1,13,0
1653,B,CC,0,0,9,0
454,B,CC,0,0,0,1
2539,A,FF,1,1,29,0
983,B,HH,1,0,4,1
3570,A,FF,1,1,0,1
2496,A,FF,1,1,9,0
5445,B,HH,1,0,29,0
2182,B,II,0,0,9,0
1578,B,HH,1,0,1,1
2461,A,FF,1,1,25,0
5851,A,FF,1,1,27,0
5041,B,GG,1,1,18,0
1782,B,CC,1,0,1,1
4508,B,II,0,1,9,0
5806,A,FF,1,1,16,0
5006,B,GG,1,1,17,0
3689,A,FF,1,1,24,0
1003,B,BB,0,0,9,0
3790,B,CC,1,0,0,1
1825,B,CC,1,0,3,1
1480,B,GG,0,1,9,0
3101,B,BB,0,0,9,0
1285,B,HH,1,1,14,1
1012,B,HH,1,0,0,1
1390,B,HH,1,0,1,1
3974,B,GG,1,1,2,1
1330,B,HH,1,1,12,1
3677,B,HH,1,0,7,1
1766,B,CC,1,1,16,0
1443,B,CC,1,0,0,1
3480,B,CC,1,0,0,1
5070,B,GG,1,1,9,0
5864,A,FF,1,1,29,0
5384,B,HH,1,1,9,0
5494,B,HH,1,1,15,0
1086,B,CC,1,1,12,1
2629,B,GG,1,1,5,0
4489,B,II,1,0,6,0
4191,B,CC,0,0,9,0
2037,B,HH,1,0,0,1
1925,B,HH,1,1,29,0
4513,B,II,0,0,9,0
2845,B,HH,1,1,19,1
5976,B,GG,1,1,23,0
4318,B,BB,0,0,9,0
3602,A,FF,1,1,0,1
2184,B,HH,1,0,0,1
1576,B,HH,0,0,5,1
1305,A,FF,1,1,25,0
5823,A,FF,1,1,4,0
3819,A,FF,1,1,9,0
5308,B,CC,0,0,9,0
1889,B,HH,1,0,1,1
260,A,DD,1,2,4,0
746,B,BB,0,0,0,1
1237,B,II,0,1,9,0
1786,B,CC,1,0,3,0
729,B,BB,0,1,0,1
941,B,CC,1,0,0,1
1523,B,GG,1,1,6,0
2857,B,HH,1,1,18,1
2243,B,HH,1,0,0,1
1077,B,HH,1,1,4,0
4422,B,HH,1,1,5,0
358,B,AA,0,0,9,0
2560,B,GG,1,1,18,0
5353,B,HH,0,0,9,0
1555,B,HH,1,1,8,1
1832,B,BB,0,0,9,0
2654,B,GG,1,1,3,0
1970,B,HH,1,1,5,0
2090,B,CC,1,0,1,1
2768,B,GG,1,1,10,0
454,B,II,0,0,9,0
3483,B,CC,1,1,14,1
1315,B,HH,1,0,0,1
2523,B,CC,1,1,7,1
2533,B,CC,1,0,0,1
5799,A,FF,1,1,4,0
3957,B,GG,1,1,23,0
2439,A,FF,1,1,16,0
5475,B,HH,1,1,5,0
2247,B,HH,1,0,1,1
1343,B,HH,1,0,0,1
5561,B,II,0,0,9,0
3539,B,II,0,0,9,0
3001,B,CC,1,0,0,1
690,B,GG,1,0,1,0
3323,B,HH,1,1,21,0
2927,B,CC,0,0,9,0
3287,B,CC,1,0,0,1
978,B,BB,0,0,9,0
2068,B,CC,1,0,0,1
3382,B,HH,1,1,5,0
444,B,CC,0,0,0,1
713,B,GG,1,1,2,0
5499,B,HH,1,1,25,0
2866,B,HH,1,0,0,1
2992,B,CC,1,0,1,1
1679,B,CC,1,1,10,0
2947,B,CC,0,1,2,1
1349,A,FF,1,1,1,0
1103,B,CC,1,0,0,1
5022,B,GG,0,1,9,0
3430,B,II,0,0,9,0
3585,A,FF,1,1,8,1
2569,B,CC,1,0,1,1
689,B,CC,1,0,5,1
4416,B,HH,0,1,9,0
4007,B,GG,1,0,16,0
2718,B,GG,1,1,22,0
5221,B,CC,0,1,9,0
2914,B,CC,1,1,31,0
1853,B,HH,1,0,0,1
3284,B,HH,1,0,9,0
363,B,II,1,0,0,1
2206,B,II,1,0,10,0
3403,B,HH,1,0,0,1
2138,B,CC,1,1,3,1
2376,A,FF,1,1,24,0
262,A,DD,1,1,5,0
4472,B,II,0,1,9,0
119,B,HH,1,1,8,0
707,B,CC,0,1,0,1
2375,B,CC,1,1,0,1
2487,A,FF,1,1,16,0
4917,B,GG,1,1,13,0
5182,B,CC,1,0,5,0
703,B,CC,1,1,1,1
913,B,CC,1,1,15,0
1345,B,HH,1,0,2,1
2668,B,GG,0,1,9,0
3199,B,BB,0,0,9,0
1591,B,HH,1,0,0,1
433,B,CC,0,0,0,1
5781,A,FF,1,1,16,0
2705,B,HH,1,0,0,1
266,A,DD,0,1,30,0
5637,B,II,1,0,1,0
2779,B,HH,1,0,2,1
5719,B,II,1,0,4,0
4940,B,GG,0,1,9,0
2360,B,CC,0,0,0,1
2450,A,FF,1,1,16,0
3601,A,FF,1,1,0,1
2924,B,CC,0,1,9,0
1018,B,HH,1,0,0,1
1409,B,CC,1,0,1,1
3245,B,HH,1,1,22,0
4935,B,GG,1,1,18,0
3864,B,CC,1,0,0,1
5779,A,FF,1,1,24,0
939,B,CC,1,0,0,1
2767,B,HH,1,0,1,1
3455,B,HH,1,0,1,1
2449,B,CC,1,0,0,1
1728,B,CC,1,0,1,0
267,A,DD,1,1,21,0
781,B,GG,1,0,1,0
5084,B,GG,1,1,23,0
5409,B,HH,1,1,14,0
539,B,HH,1,0,0,1
352,B,AA,0,0,9,0
1124,B,CC,0,0,8,1
5493,B,HH,1,0,9,0
653,B,GG,1,1,17,0
2681,B,GG,1,1,16,0
5554,B,II,0,0,9,0
2366,A,FF,1,1,16,0
2133,B,II,0,0,9,0
5889,A,FF,1,1,29,0
